Prefectural level or Country level,Provincial-level regions,地级行政区或县级行政区,省级行政区,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29
Wenzhou,Zhejiang,溫州,浙江省,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,5.0,2.0,11.0,0.0,8.0,13.0,21.0,-63.0,92.0,8.0,13.0,20.0,19.0,10.0,13.0,12.0,14.0,20.0,17.0,23.0,12.0,12.0,14.0,11.0,37.0,,,,
Huzhou,Zhejiang,湖州,浙江省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,
Jiaxing,Zhejiang,嘉興,浙江省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,5.0,2.0,0.0,1.0,2.0,3.0,0.0,4.0,,,,
Shaoxing,Zhejiang,紹興,浙江省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,1.0,,,,
Jinhua,Zhejiang,金華,浙江省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,4.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,4.0,,,,
Luzhou,Zhejiang,衢州,浙江省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
Zhoushan,Zhejiang,舟山,浙江省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
Taizhou,Zhejiang,台州,浙江省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,3.0,0.0,3.0,8.0,2.0,8.0,3.0,8.0,3.0,4.0,7.0,3.0,1.0,5.0,5.0,3.0,7.0,8.0,6.0,0.0,0.0,3.0,,,,
Lishui,Zhejiang,麗水,浙江省,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
ShihLiFeng,Zhejiang,十里豐監獄,浙江省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,
Hefei,Anhui,合肥市,安徽省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,7.0,6.0,7.0,3.0,5.0,6.0,1.0,21.0,4.0,11.0,11.0,4.0,2.0,16.0,8.0,8.0,
Anqing,Anhui,安慶市,安徽省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,6.0,3.0,0.0,0.0,14.0,3.0,1.0,1.0,0.0,5.0,5.0,9.0,2.0,6.0,4.0,4.0,0.0,5.0,
Chizhou,Anhui,池州市,安徽省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,
Ma'anshan,Anhui,馬鞍山市,安徽省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,4.0,
Fuyang ,Anhui,阜陽市,安徽省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,2.0,2.0,0.0,4.0,0.0,6.0,5.0,4.0,5.0,4.0,6.0,17.0,15.0,11.0,9.0,3.0,2.0,5.0,3.0,
Chuzhou,Anhui,宿州市,安徽省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,0.0,3.0,0.0,1.0,
Bengbu,Anhui,蚌埠市,安徽省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,4.0,8.0,9.0,10.0,16.0,25.0,20.0,6.0,6.0,6.0,8.0,
Bozhou,Anhui,亳州市,安徽省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,3.0,6.0,10.0,0.0,12.0,11.0,7.0,5.0,3.0,7.0,1.0,6.0,2.0,
Huaibei,Anhui,淮北市,安徽省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,
Wuhu,Anhui,蕪湖市,安徽省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,0.0,4.0,0.0,4.0,4.0,0.0,2.0,0.0,1.0,0.0,
Tongling,Anhui,銅陵市,安徽省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0,
Huainan,Anhui,淮南市,安徽省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,
Suzhou,Anhui,滁州市,安徽省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Lu'an,Anhui,六安市,安徽省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,7.0,1.0,5.0,2.0,7.0,5.0,4.0,4.0,1.0,1.0,1.0,2.0,
Xuancheng,Anhui,宣城市,安徽省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Huangshan,Anhui,黃山市,安徽省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Fuzhou,Fujian,福州,福建省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiamen,Fujian,廈門,福建省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quanzhou,Fujian,漳州,福建省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quanzhou,Fujian,泉州,福建省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanming,Fujian,三明,福建省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Putian,Fujian,蒲田,福建省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanping,Fujian,南平,福建省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longyan,Fujian,龍岩,福建省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningde,Fujian,寧德,福建省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanchang,Jiangxi,南昌,江西省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,6.0,7.0,8.0,11.0,7.0,8.0,6.0,5.0,3.0,14.0,6.0,19.0,19.0,12.0,17.0,16.0,3.0,3.0,3.0,,,,,
Xinyu,Jiangxi,新余,江西省,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,7.0,2.0,12.0,9.0,13.0,7.0,8.0,8.0,6.0,2.0,,,,,
Shangrao,Jiangxi,上饒,江西省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,11.0,4.0,4.0,8.0,8.0,9.0,11.0,13.0,2.0,7.0,4.0,,,,,
Jiujiang,Jiangxi,九江,江西省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,6.0,1.0,0.0,2.0,2.0,4.0,0.0,8.0,3.0,11.0,3.0,0.0,4.0,6.0,5.0,9.0,,,,,
Yichun,Jiangxi,宜春,江西省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,6.0,0.0,2.0,2.0,0.0,4.0,6.0,3.0,9.0,11.0,5.0,14.0,4.0,8.0,6.0,,,,,
Ganzhou,Jiangxi,贛州,江西省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,6.0,6.0,7.0,4.0,2.0,5.0,,,,,
Fuzhou,Jiangxi,撫州,江西省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,3.0,2.0,6.0,1.0,6.0,2.0,9.0,1.0,4.0,2.0,5.0,,,,,
Pingxiang,Jiangxi,萍鄉,江西省,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,0.0,2.0,,,,,
Gian,Jiangxi,吉安,江西省,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-1.0,1.0,,,,,
Yingtan,Jiangxi,鷹潭,江西省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,,,,,
Jingde,Jiangxi,景德,江西省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Ganjiang Xsin,Jiangxi,贛江新區,江西省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Jinan,Shandong,濟南市,山东省,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,,
Qingdao,Shandong,青島市,山东省,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,2.0,0.0,3.0,2.0,3.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,,
zibo,Shandong,淄博市,山东省,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,,
Zaozhuang,Shandong,棗莊市,山东省,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,,
Yantai,Shandong,煙臺市,山东省,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,1.0,,
Weifang,Shandong,濰坊市,山东省,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,,
Jining,Shandong,濟寧市,山东省,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,2.0,2.0,5.0,2.0,0.0,1.0,1.0,3.0,1.0,4.0,4.0,0.0,,
Tai'an,Shandong,泰安市,山东省,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,7.0,2.0,1.0,0.0,1.0,0.0,1.0,,
Weihai,Shandong,威海市,山东省,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,,
Rizhao,Shandong,日照市,山东省,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,
Linyi ,Shandong,臨沂市,山东省,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,4.0,8.0,5.0,3.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
Dezhou,Shandong,德州市,山东省,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,
Liaocheng,Shandong,聊城市,山东省,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,1.0,6.0,0.0,3.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,,
Binzhou,Shandong,濱州市,山东省,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
Heze,Shandong,菏澤市,山东省,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,
Xinyang,Henan,信陽,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhengzhou,Henan,鄭州,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanyang,Henan,南陽,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhumadian,Henan,駐馬店,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shangqiu,Henan,商丘,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhoukou,Henan,周口市,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pingdingshan,Henan,平頂山,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinxiang,Henan,新鄉,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anyang,Henan,安陽,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu Chang,Henan,許昌,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luohe,Henan,漯河,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiaozuo,Henan,焦作,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luoyang,Henan,洛陽,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaifeng,Henan,開封,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebi,Henan,鶴壁,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puyang,Henan,濮陽,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanmenxia,Henan,三門峽,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiyuan,Henan,濟源,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wuhan,Hubei,武汉市,湖北省,3.0,0.0,3.0,3.0,8.0,2.0,,,7.0,21.0,36.0,32.0,53.0,79.0,65.0,63.0,103.0,164.0,179.0,167.0,162.0,171.0,538.0,370.0,486.0,413.0,543.0,761.0,676.0,553.0,766.0,992.0,965.0,772.0,1391.0,1456.0,,,,
Huangshi,Hubei,黄石市,湖北省,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,8.0,1.0,8.0,7.0,6.0,12.0,10.0,14.0,15.0,14.0,17.0,24.0,33.0,22.0,14.0,9.0,47.0,37.0,40.0,52.0,51.0,48.0,44.0,51.0,,,,
Shiyan,Hubei,十堰市,湖北省,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0,4.0,3.0,5.0,10.0,9.0,7.0,6.0,13.0,11.0,11.0,8.0,11.0,16.0,10.0,18.0,20.0,23.0,22.0,28.0,28.0,26.0,22.0,33.0,,,,
Yichang,Hubei,宜昌市,湖北省,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,2.0,13.0,12.0,7.0,9.0,10.0,10.0,9.0,11.0,48.0,16.0,30.0,22.0,23.0,19.0,23.0,16.0,15.0,24.0,34.0,,,,
Xiangyang,Hubei,襄阳市,湖北省,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,19.0,2.0,9.0,2.0,7.0,11.0,6.0,7.0,12.0,29.0,37.0,31.0,48.0,64.0,49.0,59.0,61.0,58.0,72.0,60.0,,,,
Ezhou,Hubei,鄂州市,湖北省,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,31.0,6.0,13.0,11.0,23.0,21.0,83.0,23.0,22.0,21.0,36.0,49.0,25.0,11.0,31.0,48.0,31.0,47.0,,,,
Jingmen,Hubei,荆门市,湖北省,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,2.0,3.0,0.0,10.0,5.0,3.0,12.0,12.0,15.0,6.0,12.0,11.0,13.0,7.0,5.0,15.0,11.0,38.0,20.0,28.0,67.0,65.0,28.0,43.0,37.0,,,,
Xiaogan,Hubei,孝感市,湖北省,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,16.0,13.0,7.0,36.0,58.0,40.0,28.0,48.0,58.0,40.0,96.0,74.0,49.0,101.0,98.0,146.0,161.0,99.0,151.0,60.0,,,,
Jingzhou,Hubei,荆州市,湖北省,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,2.0,3.0,3.0,9.0,4.0,7.0,4.0,12.0,10.0,24.0,22.0,57.0,33.0,71.0,42.0,34.0,70.0,42.0,80.0,81.0,69.0,53.0,42.0,46.0,,,,
Huanggang,Hubei,黄冈市,湖北省,0.0,0.0,0.0,0.0,2.0,0.0,,,3.0,1.0,11.0,10.0,5.0,9.0,11.0,10.0,6.0,37.0,32.0,52.0,90.0,59.0,89.0,77.0,107.0,105.0,122.0,103.0,118.0,90.0,125.0,134.0,132.0,119.0,101.0,92.0,,,,
Xianning,Hubei,咸宁市,湖北省,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,11.0,21.0,7.0,14.0,19.0,15.0,28.0,25.0,29.0,23.0,21.0,43.0,45.0,45.0,40.0,47.0,59.0,56.0,,,,
Suizhou,Hubei,随州市,湖北省,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,3.0,25.0,11.0,10.0,24.0,17.0,27.0,58.0,56.0,54.0,78.0,57.0,55.0,53.0,50.0,51.0,,,,
Enshi Tujia and Miao Autonomous Prefecture,Hubei,恩施土家族苗族自治州,湖北省,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,3.0,7.0,4.0,7.0,7.0,10.0,10.0,13.0,5.0,5.0,9.0,6.0,6.0,10.0,5.0,6.0,23.0,5.0,7.0,,,,
Xiantao,Hubei,仙桃市,湖北省,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,2.0,0.0,25.0,2.0,5.0,10.0,5.0,24.0,20.0,14.0,28.0,35.0,26.0,21.0,17.0,20.0,48.0,21.0,,,,
Qianjiang,Hubei,潜江市,湖北省,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,3.0,1.0,0.0,6.0,9.0,13.0,9.0,8.0,10.0,11.0,4.0,9.0,3.0,,,,
Tianmen,Hubei,天门市,湖北省,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,8.0,0.0,6.0,12.0,16.0,18.0,60.0,32.0,33.0,34.0,26.0,24.0,4.0,,,,
Shennongjia,Hubei,神农架林区,湖北省,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Changsha,Hunan,长沙市,湖南省,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,9.0,8.0,6.0,6.0,9.0,9.0,6.0,3.0,7.0,15.0,4.0,6.0,12.0,15.0,5.0,11.0,2.0,9.0,7.0,5.0,8.0,2.0,4.0
